SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
BAJFINANCE,EQ,6680.25,6727.75,6660.3,6685.05,6696,6679.1,958769,6420198904,24-Nov-22,91350,INE296A01024
BALAJITELE,EQ,45,45.9,44.6,44.9,45.15,45.15,104050,4694175.45,24-Nov-22,729,INE794B01026
BALAMINES,EQ,2928.1,3013.15,2893.5,2907.7,2907,2927.95,70458,206371135.4,24-Nov-22,10419,INE050E01027
BALAXI,BE,590,596.95,580,591.65,590,590.2,738,434687.9,24-Nov-22,62,INE618N01014
BALKRISHNA,EQ,31,32.1,30.3,31.1,30.8,31.4,31981,996996.05,24-Nov-22,587,INE875R01011
BALKRISIND,EQ,1945.05,1957.75,1931.5,1950.3,1951,1945.8,101070,196979933.4,24-Nov-22,9430,INE787D01026
BALLARPUR,BZ,1.1,1.1,1.1,1.1,1.1,1.15,629233,692156.3,24-Nov-22,183,INE294A01037
BALMLAWRIE,EQ,118.35,119,116.6,117.95,117.65,118.3,208493,24635166.3,24-Nov-22,3516,INE164A01016
BALPHARMA,EQ,88.85,88.85,85.95,86.45,86.25,88.05,15264,1327767.1,24-Nov-22,464,INE083D01012
BALRAMCHIN,EQ,354,360.7,350.75,358.4,357.25,354.15,1875912,668798454.8,24-Nov-22,24808,INE119A01028
BANARBEADS,EQ,84.6,84.6,82,82.35,82,83,6413,531012.85,24-Nov-22,120,INE655B01011
BANARISUG,EQ,3081.7,3081.7,3032.05,3052.45,3059,3051.2,1053,3210770.55,24-Nov-22,279,INE459A01010
BANCOINDIA,EQ,203.75,204.2,200.05,200.75,200.5,203.25,64869,13060338,24-Nov-22,2799,INE213C01025
BANDHANBNK,EQ,211.6,214.2,209.55,213.8,213.85,210.9,9063233,1920967826,24-Nov-22,71052,INE545U01014
BANG,EQ,48.5,48.8,46,46.65,47.3,47.7,34479,1619653.6,24-Nov-22,330,INE863I01016
BANKA,EQ,76.95,76.95,74.5,74.75,75.5,74.5,5678,428106.2,24-Nov-22,215,INE862Y01015
BANKBARODA,EQ,162.7,167.35,161.95,166.75,167.3,161.9,26399821,4341806568,24-Nov-22,101315,INE028A01039
BANKBEES,EQ,429.44,429.44,428.06,428.95,429.3,428.05,287970,123469848.7,24-Nov-22,3050,INF204KB15I9
BANKINDIA,EQ,78.5,80.95,77.35,80.45,80.5,77.1,28943108,2293244871,24-Nov-22,62408,INE084A01016
BANSWRAS,EQ,114.5,114.5,112,112.65,112.25,112.45,36770,4160267.2,24-Nov-22,1089,INE629D01020
BARBEQUE,EQ,1067,1075.3,1038.6,1042.65,1042.85,1071,56872,59608096.9,24-Nov-22,5942,INE382M01027
BASF,EQ,2737.15,2765.65,2692.05,2715.15,2715,2723.5,28669,78500786.2,24-Nov-22,5175,INE373A01013
BASML,EQ,47.15,48,47,47.5,48,47.05,22288,1057488.6,24-Nov-22,257,INE186H01022
BATAINDIA,EQ,1675.35,1686.7,1675.35,1680.25,1684,1675.35,167324,281025631.3,24-Nov-22,8615,INE176A01028
BAYERCROP,EQ,4525,4637.4,4522.05,4551.65,4550,4524.7,8964,40989520.55,24-Nov-22,3443,INE462A01022
BBETF0432,EQ,1026.97,1026.97,1022.19,1026.94,1026.91,1023.27,1113,1141368.88,24-Nov-22,80,INF754K01OB1
BBL,EQ,2135.05,2189.35,2126,2137.35,2131,2145.75,8940,19281591.65,24-Nov-22,2059,INE464A01028
BBOX,EQ,142.3,142.3,138.05,138.8,139.65,139.95,10838,1514272.65,24-Nov-22,510,INE676A01027
BBTC,EQ,929.05,942.7,916.2,922.2,923.3,927.5,42987,39913830.95,24-Nov-22,3911,INE050A01025
BBTCL,SM,240,240,239,239.95,239.95,240,16000,3835950,24-Nov-22,16,INE01EE01011
BCG,EQ,35.25,35.7,34.5,34.6,34.6,35.35,11992231,417531620.5,24-Nov-22,18491,INE425B01027
BCLIND,EQ,331.95,335,320,321.95,320.45,328.7,33895,11067789.75,24-Nov-22,1510,INE412G01016
BCONCEPTS,BE,216.1,228,211.5,226.75,226,222.6,11649,2543353.65,24-Nov-22,232,INE977Y01011
BCP,EQ,5.05,5.05,4.85,4.9,4.9,5.05,237110,1167756.4,24-Nov-22,400,INE905P01028
BDL,EQ,936.9,970,928.2,966.3,968,934,1503301,1437337055,24-Nov-22,39406,INE171Z01018
BEARDSELL,EQ,21.6,22.45,21.55,21.6,21.6,22.1,33430,735253.1,24-Nov-22,201,INE520H01022
BECTORFOOD,EQ,405,419.95,400.8,417.45,416.8,405.25,344749,142228439.8,24-Nov-22,11974,INE495P01012
BEDMUTHA,EQ,65.45,67.5,63.7,64.8,63.8,64.75,24620,1604653.2,24-Nov-22,415,INE844K01012
BEL,EQ,105.2,107.8,105.05,107.45,107.2,105.8,11999335,1281407639,24-Nov-22,49867,INE263A01024
BEML,EQ,1476,1496.9,1476,1479.45,1479.95,1488.5,23079,34230709.4,24-Nov-22,3078,INE258A01016
BEPL,EQ,106.05,106.95,104,104.8,104.95,106,132139,13932763.95,24-Nov-22,3155,INE922A01025
BERGEPAINT,EQ,605.15,611,602.3,609.65,610,605.1,471072,286133564.6,24-Nov-22,18863,INE463A01038
BESTAGRO,EQ,1659,1681.8,1644.05,1664.65,1674,1648.8,104638,173813816.6,24-Nov-22,3636,INE052T01013
BETA,SM,742,742,725.1,725.1,725.1,742,800,583480,24-Nov-22,4,INE351Y01019
BEWLTD,SM,799.9,800,790,790,790,800,750,597475,24-Nov-22,3,INE0HQI01014
BFINVEST,EQ,280.85,284.5,278.5,282.75,282.95,281.25,9334,2633479.1,24-Nov-22,924,INE878K01010
BFUTILITIE,EQ,375.95,379.45,373.5,376.1,376.5,374.55,89126,33570751.25,24-Nov-22,4687,INE243D01012
BGRENERGY,EQ,65,66.1,64.2,64.4,64.4,64.7,97192,6307101.3,24-Nov-22,1292,INE661I01014
BHAGCHEM,EQ,1425.5,1453,1407.05,1438.7,1444,1423.05,2285,3271957.75,24-Nov-22,485,INE414D01019
BHAGERIA,EQ,162.3,163.85,161.3,162.2,161.9,161.45,6486,1054465.4,24-Nov-22,507,INE354C01027
BHAGYANGR,EQ,44.15,45.4,42.25,43.75,43.25,44.6,29747,1314558.45,24-Nov-22,406,INE458B01036
BHAGYAPROP,EQ,39.75,40.95,39.75,40.2,40.1,39.75,320,12853.65,24-Nov-22,14,INE363W01018
BHANDARI,EQ,4.6,4.75,4.6,4.7,4.75,4.7,132699,624376.3,24-Nov-22,379,INE474E01029
BHARATFORG,EQ,826.8,843.25,821,839,840.1,826.85,1053580,875090447.3,24-Nov-22,58240,INE465A01025
BHARATGEAR,EQ,128,131.4,126.1,128.75,129,127.25,81917,10497091.2,24-Nov-22,2486,INE561C01019
BHARATRAS,EQ,10064.9,10080,9950,10001.75,10040,10014.8,1326,13282307.4,24-Nov-22,623,INE838B01013
BHARATWIRE,EQ,115.9,116.95,114,115.5,115.3,115.5,69735,8026612.8,24-Nov-22,1424,INE316L01019
BHARTIARTL,EQ,853.4,860.55,845.1,847.6,847,851.2,7601660,6470902779,24-Nov-22,171346,INE397D01024
BHEL,EQ,72.25,75.3,71,74.05,74.2,72.05,49800129,3664765756,24-Nov-22,92477,INE257A01026
BIGBLOC,BE,155.6,158,152,156.25,157.85,155.6,26564,4080263.75,24-Nov-22,414,INE412U01025
BIKAJI,EQ,312,316,309.05,313.45,314,310.9,1194243,374715515,24-Nov-22,23363,INE00E101023
BIL,EQ,206.05,207.5,205.1,205.25,205.15,205.3,2896,595194.55,24-Nov-22,154,INE828A01016
BINDALAGRO,EQ,28.3,28.8,27.8,28.1,28.1,28.15,362702,10268665.45,24-Nov-22,1156,INE143A01010
BIOCON,EQ,284.55,285,280,282.2,282,285.45,1458767,411184811.2,24-Nov-22,20802,INE376G01013
BIOFILCHEM,EQ,53.85,57.7,53.85,55.2,55.3,54.1,249168,13914625.25,24-Nov-22,2848,INE829A01014
BIRET,RR,292.99,293.25,291.09,292.39,292.87,292,62619,18291155.07,24-Nov-22,1894,INE0FDU25010
BIRLACABLE,EQ,155,155.45,151,152.5,152.7,155,106655,16314179.25,24-Nov-22,3608,INE800A01015
BIRLACORPN,EQ,954,960,932.55,940.4,941.8,950,69274,65738407.95,24-Nov-22,7775,INE340A01012
BIRLAMONEY,EQ,57.75,59.55,57.75,58.25,58.2,57.7,57372,3362691.95,24-Nov-22,634,INE865C01022
BKMINDST,BZ,1.25,1.25,1.25,1.25,1.25,1.2,8865,11081.25,24-Nov-22,21,INE831Q01016
BLBLIMITED,EQ,20,20,19.2,19.55,19.4,18.95,24849,484355.05,24-Nov-22,142,INE791A01024
BLISSGVS,EQ,73.4,73.4,71.3,71.95,71.4,72.2,65110,4703749.45,24-Nov-22,889,INE416D01022
BLKASHYAP,EQ,26.6,27.15,26.25,26.35,26.4,26.7,156031,4140250.5,24-Nov-22,425,INE350H01032
BLS,EQ,363,374,361.65,365.35,366.5,361.1,1181338,433690432.8,24-Nov-22,65948,INE153T01027
BLUEDART,EQ,7164.65,7691.1,7055.55,7303.45,7290,7129,24998,181070655.5,24-Nov-22,5363,INE233B01017
BLUESTARCO,EQ,1194.6,1215.45,1180.55,1193.75,1193.9,1188.65,138526,165873641.4,24-Nov-22,11131,INE472A01039
BMETRICS,SM,2053.6,2060,2053.55,2053.55,2053.55,2131.8,600,1233430,24-Nov-22,3,INE0I3Y01014
BODALCHEM,EQ,79.1,79.75,78.35,78.65,78.4,79.1,151440,11931741.55,24-Nov-22,1883,INE338D01028
BOHRAIND,BE,180.25,180.25,180.25,180.25,180.25,171.7,1916,345359,24-Nov-22,17,INE802W01023
BOMDYEING,EQ,81.4,81.5,79.7,80.45,80.2,80.6,833025,66908636.3,24-Nov-22,5371,INE032A01023
BOROLTD,EQ,414.7,416.35,402.8,409.5,406.2,411.75,118420,48428884.8,24-Nov-22,8385,INE02PY01013
BORORENEW,EQ,525.2,531.95,515.05,518.35,519,524.95,163118,85303126.7,24-Nov-22,11877,INE666D01022
BOSCHLTD,EQ,16407.9,16483.7,16380,16422.15,16471,16357.35,18998,312212072.8,24-Nov-22,4888,INE323A01026
BPCL,EQ,310.25,311.35,305.75,306.85,306.5,310.3,3735515,1148959787,24-Nov-22,42153,INE029A01011
BPL,EQ,74.45,74.45,70.95,71.6,71.95,73.9,104079,7536329.95,24-Nov-22,1825,INE110A01019
BRIGADE,EQ,482.7,482.95,462,468.15,468.8,480.55,209367,98182896.6,24-Nov-22,13589,INE791I01019
BRIGHT,SM,5.7,5.7,5.7,5.7,5.7,6.3,78000,444600,24-Nov-22,19,INE684Z01010
BRITANNIA,EQ,4133.95,4164.25,4107.6,4157.6,4151,4120.05,319387,1325288517,24-Nov-22,39591,INE216A01030
BRITANNIA,N3,28.56,28.82,28.52,28.59,28.59,28.61,1416,40449.75,24-Nov-22,101,INE216A08027
BRNL,EQ,33.55,34.05,33.3,33.5,33.7,33.75,16321,546753.35,24-Nov-22,275,INE727S01012
BROOKS,BE,110.95,110.95,107.25,108.1,108.4,109,5372,584445.7,24-Nov-22,67,INE650L01011
BSE,EQ,564.4,565.2,555.25,556.6,556.4,561.8,383267,214058248.7,24-Nov-22,19615,INE118H01025
BSHSL,BE,140.6,144,137,138.35,139.95,137.75,140247,19556502.4,24-Nov-22,478,INE032Z01020
BSL,EQ,154.55,180.2,151.3,179.05,180.2,150.2,371010,64088527.05,24-Nov-22,8348,INE594B01012
BSLGOLDETF,EQ,47.32,47.59,47.21,47.22,47.22,47.2,6094,288295.69,24-Nov-22,97,INF209KB18D3
BSLNIFTY,EQ,20.88,20.88,20.39,20.53,20.58,20.46,18825,385767.87,24-Nov-22,472,INF209KB19D1
BSLSENETFG,EQ,60.35,60.35,58.54,59.34,59.38,59.15,883,52345.07,24-Nov-22,57,INF209KB10E8
BSOFT,EQ,279.35,280.4,273,274.55,274.9,279.25,1565137,430188077.9,24-Nov-22,22258,INE836A01035
BTML,SM,57,57.85,57,57.85,57.85,55.1,36000,2062200,24-Nov-22,6,INE0EEJ01015
BURNPUR,EQ,5.05,5.05,4.8,4.8,4.8,4.9,100134,485009.8,24-Nov-22,260,INE817H01014
BUTTERFLY,EQ,1565,1588,1547.3,1570.25,1574,1571.9,6145,9639643.65,24-Nov-22,635,INE295F01017
BVCL,BE,24.4,24.4,23.5,23.8,23.8,24.1,160,3841.8,24-Nov-22,16,INE139I01011
BYKE,EQ,40,40.7,38,40.35,40.7,39.2,53792,2124042.85,24-Nov-22,376,INE319B01014
CALSOFT,EQ,21.45,21.45,20.55,20.85,20.8,21,48927,1018137.05,24-Nov-22,221,INE526B01014
CAMLINFINE,EQ,158.55,162.5,155.3,158.6,158.5,156.8,716180,114643213.7,24-Nov-22,10731,INE052I01032
CAMPUS,EQ,425,431.95,420.65,424.6,422.85,428.3,559156,238181857.2,24-Nov-22,16092,INE278Y01022
CAMS,EQ,2293.9,2294.75,2270,2278.1,2278,2283.3,65376,149110367,24-Nov-22,10514,INE596I01012
CANBK,EQ,314.85,320,312.45,318.7,319.5,313.95,11784103,3724451131,24-Nov-22,76483,INE476A01014
CANFINHOME,EQ,513.2,516.95,506,514.3,514.5,510.6,495904,253504586.6,24-Nov-22,11232,INE477A01020
CANTABIL,EQ,1123.1,1128.6,1077,1084.3,1080.3,1106.5,14409,15714875.15,24-Nov-22,1709,INE068L01016
CAPACITE,EQ,147.45,147.45,138.2,140.1,140.8,147.45,298850,42478383,24-Nov-22,7273,INE264T01014
CAPLIPOINT,EQ,739.6,739.6,730.05,732.7,732,735.9,25857,18954194.6,24-Nov-22,1839,INE475E01026
CAPTRUST,EQ,88.95,88.95,87.6,87.85,88,88.1,2431,214641.55,24-Nov-22,68,INE707C01018
CARBORUNIV,EQ,811.55,811.55,798.8,802.3,799,807.5,29249,23501024.55,24-Nov-22,3282,INE120A01034
CAREERP,EQ,144,146.8,142.65,144.15,145,143.6,45163,6563379.75,24-Nov-22,1323,INE521J01018
CARERATING,EQ,520.05,524.2,511,517.2,517,517.75,71912,37216219,24-Nov-22,2665,INE752H01013
CARTRADE,EQ,493,493,481.5,482.95,481.5,489.85,60217,29155957.45,24-Nov-22,6802,INE290S01011
CARYSIL,EQ,490.25,494,487.25,489.5,488,494.45,28008,13750872.05,24-Nov-22,1997,INE482D01024
CASTROLIND,EQ,130.2,135.4,129.55,134.55,134.3,130.05,3301788,443448067,24-Nov-22,29828,INE172A01027
CCHHL,BE,7.55,7.6,7.35,7.4,7.35,7.55,65267,487608.6,24-Nov-22,90,INE652F01027
CCL,EQ,505.5,514,495.2,502.35,497.55,504.4,97646,49405681.95,24-Nov-22,6048,INE421D01022
CDSL,EQ,1217.1,1224.5,1212,1215.55,1215,1220.55,180965,220337792,24-Nov-22,11427,INE736A01011
CEATLTD,EQ,1703.6,1779.85,1689.05,1758.9,1776,1703.65,143802,250005931.7,24-Nov-22,8983,INE482A01020
CELEBRITY,EQ,21.6,22.3,21.35,21.5,21.5,21.55,50775,1098720.75,24-Nov-22,333,INE185H01016
CENTENKA,EQ,413.9,413.9,405.45,406.6,407,410.65,41006,16732584.7,24-Nov-22,3223,INE485A01015
CENTEXT,BE,10.35,10.35,9.95,10.1,10.1,10.15,85565,866569.65,24-Nov-22,190,INE281A01026
CENTRALBK,EQ,26.2,27.2,25.9,26.35,26.1,25.75,65177649,1726022274,24-Nov-22,57157,INE483A01010
CENTRUM,EQ,23.55,23.75,23,23.4,23.45,23.5,125451,2933298.8,24-Nov-22,645,INE660C01027
CENTUM,EQ,533.2,544.5,523.95,531.25,528.6,533.1,12987,6972194.95,24-Nov-22,1002,INE320B01020
CENTURYPLY,EQ,560,563.05,547.2,553.15,553,561.7,87031,48200368.05,24-Nov-22,9666,INE348B01021
CENTURYTEX,EQ,781.05,784.75,770,771,772,777.15,68900,53381330.9,24-Nov-22,4378,INE055A01016
CERA,EQ,5250,5350,5250,5297,5300,5297.95,8475,44893057.05,24-Nov-22,1575,INE739E01017
CEREBRAINT,EQ,35.5,35.9,35.05,35.25,35.5,35.4,120125,4240736.05,24-Nov-22,924,INE345B01019
CESC,EQ,72.4,72.75,71.55,72.45,72.4,72.4,860991,62112046.95,24-Nov-22,11382,INE486A01021
CGCL,EQ,747.3,750,740,745.1,741.1,747.3,23742,17725932.65,24-Nov-22,1662,INE180C01026
CGPOWER,EQ,265.85,270.85,264.5,269.75,269,267.35,1131094,304067888.2,24-Nov-22,32325,INE067A01029
CHALET,EQ,324.6,333,324.6,331.4,332,324.6,154395,51072241.4,24-Nov-22,6489,INE427F01016
CHAMBLFERT,EQ,286.2,286.8,281.8,285.1,285.3,286.2,984599,279711522.4,24-Nov-22,14013,INE085A01013
CHEMBOND,EQ,254.4,254.4,239.05,246.95,242.25,250.7,58662,14395832.25,24-Nov-22,2571,INE995D01025
CHEMCON,EQ,286.25,297.95,286.25,293.6,293.05,286.2,257433,75544984.4,24-Nov-22,10042,INE03YM01018
CHEMFAB,EQ,295.2,309,291.1,309,309,294.3,52140,15984741.95,24-Nov-22,938,INE783X01023
CHEMPLASTS,EQ,389,394.25,389,389.95,389.5,389.85,21456,8380638.15,24-Nov-22,1653,INE488A01050
CHENNPETRO,EQ,194.5,196.7,193.95,194.5,194.75,193.9,335106,65406835.15,24-Nov-22,5565,INE178A01016
CHEVIOT,EQ,1226.35,1226.35,1197,1211.35,1203,1208.8,2842,3432371.45,24-Nov-22,524,INE974B01016
CHOICEIN,EQ,262.3,266.1,258.05,259.65,259.95,260.95,29429,7712070,24-Nov-22,1761,INE102B01014
CHOLAFIN,EQ,715,717.95,708.3,711.05,711.15,714,805052,573893637.8,24-Nov-22,28936,INE121A01024
CHOLAHLDNG,EQ,583.2,595.05,577.7,592.1,590,580.25,124117,72463970.75,24-Nov-22,5499,INE149A01033
CIGNITITEC,EQ,535.4,540.4,524.2,538.55,540,530.15,83032,44185239.75,24-Nov-22,3588,INE675C01017
CINELINE,EQ,109.95,110.2,107.45,108.55,107.7,109.6,10065,1095375.15,24-Nov-22,179,INE704H01022
CINEVISTA,EQ,11.4,11.5,11.3,11.35,11.3,11.45,17861,203958.9,24-Nov-22,170,INE039B01026
CIPLA,EQ,1107.45,1109.7,1097.2,1104.1,1103.95,1104.45,1302811,1436643249,24-Nov-22,35794,INE059A01026
CLEAN,EQ,1505,1518.45,1490,1492.5,1490.2,1505.85,47894,71700145,24-Nov-22,5791,INE227W01023
CLEDUCATE,EQ,141.35,147,141.35,144.4,145.8,141.9,25630,3723353.05,24-Nov-22,521,INE201M01029
CLNINDIA,EQ,402.3,411,396.05,401.8,401,400.25,18710,7487264.25,24-Nov-22,2242,INE492A01029
CLOUD,SM,518,518,512,518,518,493.35,98000,50724750,24-Nov-22,73,INE0JOO01013
CLSEL,EQ,112.75,114.15,112.25,112.8,113,112.9,25900,2931806.55,24-Nov-22,710,INE419D01026
CMICABLES,EQ,21.7,22.4,19.65,20.6,20.85,21.7,125428,2587529.4,24-Nov-22,1060,INE981B01011
CMMIPL,SM,7,7,6.65,6.65,6.65,7,36000,242550,24-Nov-22,9,INE289S01013
CMRSL,SM,226.05,234.2,226.05,234.2,234.2,249,1600,368200,24-Nov-22,2,INE075Z01011
CMSINFO,EQ,338.45,341.85,336,339.7,341.45,336.9,279639,94606646.5,24-Nov-22,10038,INE925R01014
COALINDIA,EQ,228.55,230.7,227.65,229.1,229.4,229.45,5885877,1347210322,24-Nov-22,48996,INE522F01014
COASTCORP,EQ,273.5,273.5,261,262.4,262.4,270.65,20918,5530509.2,24-Nov-22,1082,INE377E01016
COASTPP,E1,93.15,103.05,92.1,92.9,92.1,103,2646,247826.05,24-Nov-22,69,IN9377E01014
COCHINSHIP,EQ,610.35,661,593.55,648.7,647.25,611.75,5925982,3770041344,24-Nov-22,107426,INE704P01017
COFFEEDAY,EQ,48,48.75,47.45,47.65,47.7,47.85,1036284,49560429,24-Nov-22,5275,INE335K01011
COFORGE,EQ,3779,3820,3755.85,3807.85,3820,3760.75,113967,431329260.5,24-Nov-22,16477,INE591G01017
COLPAL,EQ,1574,1588.1,1574,1579.6,1580,1580.85,135705,214408275.4,24-Nov-22,12826,INE259A01022
COMPINFO,EQ,22.95,23.8,22.4,22.95,23,22.95,231987,5309059.8,24-Nov-22,1305,INE070C01037
COMPUSOFT,EQ,21.25,21.45,20.5,21.05,21.15,21.1,40666,854229.05,24-Nov-22,406,INE453B01029
CONCOR,EQ,733.3,737.95,725.55,735,737.8,733.3,742102,544314554.1,24-Nov-22,27056,INE111A01025
CONFIPET,EQ,77.9,81,76.8,79.8,79.9,77.5,1613299,128200409.5,24-Nov-22,10570,INE552D01024
CONSOFINVT,EQ,130.5,130.5,124,126.75,126.1,128,9085,1148056.9,24-Nov-22,185,INE025A01027
CONSUMBEES,EQ,84.02,84.35,83.69,83.97,83.77,83.88,12467,1046495.39,24-Nov-22,243,INF204KA1LD7
CONTI,SM,10,10.95,10,10.8,10.9,10.5,33330,349298.4,24-Nov-22,10,INE340Z01019
CONTROLPR,EQ,418.05,419.9,413.05,413.75,414.95,414,3309,1374901.9,24-Nov-22,300,INE663B01015
COOLCAPS,SM,210,218,210,216.35,218,210,3750,803625,24-Nov-22,5,INE0HS001010
CORALFINAC,EQ,34.2,34.85,33.6,33.9,33.8,34.2,7855,267224.35,24-Nov-22,124,INE558D01021
CORDSCABLE,EQ,67.45,69.9,66.5,67.6,67.5,67.45,41196,2809669.1,24-Nov-22,696,INE792I01017
COROMANDEL,EQ,895.75,902.35,888,896.9,896,895.8,279488,250536381.5,24-Nov-22,16906,INE169A01031
COSMOFIRST,EQ,698.25,698.25,685,692.15,688.3,693.4,27469,18988963.4,24-Nov-22,2661,INE757A01017
COUNCODOS,EQ,4.25,4.25,4,4.05,4.05,4.05,30529,123315.1,24-Nov-22,109,INE695B01025
CPSEETF,EQ,38.69,38.69,37.88,38.23,38.17,37.98,214374,8152692.79,24-Nov-22,2010,INF457M01133
CRAFTSMAN,EQ,3193.9,3198.3,3026.85,3060.85,3071,3177.15,37677,117524038,24-Nov-22,10355,INE00LO01017
CREATIVE,EQ,536.75,543.9,521.2,529.6,530,516.75,41936,22422444.7,24-Nov-22,1965,INE985W01018
CREDITACC,EQ,961.1,970.75,955.3,964.7,965.9,968.9,25001,24055704.65,24-Nov-22,2390,INE741K01010
CREST,EQ,169.7,173,166,170.9,172,168.05,1623,275352.7,24-Nov-22,84,INE559D01011
CRISIL,EQ,2998,3016.55,2961.15,2981.85,2969,2991.35,29624,88413378.75,24-Nov-22,4129,INE007A01025
CROMPTON,EQ,367,369.65,364.05,368.2,368,366.5,590351,216461845,24-Nov-22,15376,INE299U01018
CROWN,EQ,36.55,36.6,33.55,34.45,34.85,35.35,11312,388528.7,24-Nov-22,171,INE491V01019
CSBBANK,EQ,218.1,219.2,215.1,215.55,215.55,217,143828,31192143.5,24-Nov-22,3195,INE679A01013
CSLFINANCE,EQ,256.25,261.7,248,250.05,248.5,254.45,7303,1859597.35,24-Nov-22,844,INE718F01018
CTE,EQ,59.75,59.75,58.2,58.25,58.25,59,6640,389907.25,24-Nov-22,131,INE627H01017
CUB,EQ,184.5,185.65,181.9,184.45,184.45,183.55,1709198,313557913.4,24-Nov-22,12502,INE491A01021
CUBEXTUB,EQ,29.1,29.7,28.7,29,29,29.3,29093,850584.5,24-Nov-22,359,INE144D01012
CUMMINSIND,EQ,1328.75,1346.2,1322.3,1330.05,1332.95,1322.1,683891,911683566.3,24-Nov-22,38596,INE298A01020
CUPID,EQ,254.7,260.05,252,253.9,252.85,254.7,31162,7928101.35,24-Nov-22,1352,INE509F01011
CYBERMEDIA,EQ,19.85,20.4,19,19.25,19.2,20,64145,1238328.4,24-Nov-22,242,INE278G01037
CYBERTECH,EQ,131.7,132.65,127.6,128.85,128.15,131.55,44373,5747702.3,24-Nov-22,900,INE214A01019
CYIENT,EQ,800.5,825,791,815.05,813,800.5,260626,210828111.1,24-Nov-22,17405,INE136B01020
DAAWAT,EQ,111.25,112.95,110.5,111.75,111.5,111.15,957221,106912323.5,24-Nov-22,11205,INE818H01020
DABUR,EQ,548.45,548.9,540.55,546.45,545.9,550.8,1710541,931927773.5,24-Nov-22,50271,INE016A01026
DALBHARAT,EQ,1674,1724,1666.5,1713.1,1702,1674.95,248152,424551613.8,24-Nov-22,14872,INE00R701025
DALMIASUG,EQ,343,346,339.55,342.5,344.95,341.35,48265,16489911.55,24-Nov-22,3851,INE495A01022
DAMODARIND,EQ,45.15,45.15,43.3,44.15,44.1,44.3,4896,216178.8,24-Nov-22,214,INE497D01022
DANGEE,EQ,21.9,22.1,20,20.05,20.15,21.05,1237677,25471908.6,24-Nov-22,2739,INE688Y01022
DATAMATICS,EQ,306.8,311.95,303.1,305.45,306,306.15,57172,17504020.25,24-Nov-22,2830,INE365B01017
DATAPATTNS,EQ,1383.2,1426.95,1380,1407.35,1416,1377.85,234636,329355121.2,24-Nov-22,18064,INE0IX101010
DBCORP,EQ,107.95,108.25,105.65,106.4,106.5,107.45,83009,8868682.05,24-Nov-22,2556,INE950I01011
DBL,EQ,221.95,222.75,220.45,221.2,220.65,220.8,76025,16827698.95,24-Nov-22,1989,INE917M01012
DBOL,EQ,181.95,182.5,175,175.75,175.65,181.8,133301,23804018.55,24-Nov-22,3458,INE0I3401014
DBREALTY,EQ,98.8,100.8,96.7,97,97.25,97.3,276018,27062118.55,24-Nov-22,2742,INE879I01012
DBSTOCKBRO,EQ,22.95,23.4,22.1,22.25,22.1,22.7,3017,68470.1,24-Nov-22,81,INE921B01025
DCAL,EQ,100.9,101.8,99.3,99.6,99.8,100.25,261722,26199241.8,24-Nov-22,5667,INE385W01011
DCBBANK,EQ,116.55,121.9,116,119.4,119.5,115.95,2338038,278954866.9,24-Nov-22,21603,INE503A01015
DCI,BE,135.7,135.7,135.7,135.7,135.7,142.8,1660,225262,24-Nov-22,103,INE0A1101019
DCM,EQ,77.05,77.65,76,76.05,76.15,76.75,15048,1155949.3,24-Nov-22,239,INE498A01018
DCMFINSERV,BE,6.6,6.9,6.6,6.6,6.6,6.9,6084,40327.05,24-Nov-22,39,INE891B01012
DCMNVL,EQ,152.75,154.8,150.35,150.9,150.7,152.75,28143,4278710.2,24-Nov-22,773,INE08KP01019
DCMSHRIRAM,EQ,879.95,882.65,870,872.95,870.5,877.1,23335,20455179.85,24-Nov-22,2820,INE499A01024
DCMSRIND,EQ,71.85,72.65,69.8,70.15,70.4,71.85,128736,9112967.6,24-Nov-22,1788,INE843D01027
DCW,EQ,51.5,51.9,50.55,51.5,51.5,51.25,888114,45421772,24-Nov-22,4706,INE500A01029
DCXINDIA,EQ,262.25,264.3,250.1,251.3,250.5,261.9,522794,133274817.2,24-Nov-22,13268,INE0KL801015
DECCANCE,EQ,494.95,494.95,485,489.75,490,490.7,4933,2421854.6,24-Nov-22,543,INE583C01021
DEEPAKFERT,EQ,835.7,847,805.8,812.6,812.6,826.2,1055939,868992114.3,24-Nov-22,39320,INE501A01019
DEEPAKNTR,EQ,2108.95,2158,2106.05,2120.65,2119.9,2105.25,443704,946915342.7,24-Nov-22,25209,INE288B01029
DEEPENR,BE,143.35,149,138.95,144.6,146.9,145.4,20326,2931507.6,24-Nov-22,245,INE677H01012
DEEPINDS,EQ,258,260,249.9,250.85,251,258.05,48832,12418846.2,24-Nov-22,2310,INE0FHS01016
DELHIVERY,EQ,344,346.45,331.4,334.9,335,344.55,3089093,1036277562,24-Nov-22,27010,INE148O01028
DELPHIFX,EQ,415.05,428.2,415.05,422.1,418.6,420.05,1144,483257.1,24-Nov-22,137,INE726L01019
DELTACORP,EQ,222.75,229.5,222.1,224.25,224,221.65,10856146,2452140747,24-Nov-22,70051,INE124G01033
